SaleId,Product,Category,quantity_sold,Sale,total_amount
DE0193,Shoes1,Shoes,22,138.32,271865.1936
DE0194,Bottle2,Water bottles,38,166.94,566747.9448
HK0001,Jeans3,Jeans,34,1346.94,500549.8428
HK0002,Bottle4,Water bottles,20,494.05,107999.33
HK0004,Tshirt1,Tshirts,6,298.35,19565.793
HK0005,Bottle4,Water bottles,10,467.98,51150.214
HK0009,Phone6,Smart Phone,8,199.82,17472.2608
HK0013,Bottle4,Water bottles,28,787.74,241079.9496
HK0014,Jeans6,Jeans,4,110.89,4848.1107999999995
HK0016,Phone3,Smart Phone,40,2195.79,959999.388
HK0019,Tshirt6,Tshirts,34,1843.09,684929.1057999999
HK0020,Shoes5,Shoes,34,1466.7,545055.054
HK0022,Jeans5,Jeans,40,935.04,408799.48799999995
HK0024,Tshirt4,Tshirts,22,843.37,202796.75019999998
HK0025,Shoes1,Shoes,34,1653.34,614414.2108
HK0026,Bottle4,Water bottles,26,689.84,196038.7312
HK0029,Tshirt4,Tshirts,28,1370.54,419440.06159999996
HK0033,Bottle4,Water bottles,8,429.64,37567.7216
HK0035,Perfume5,Perfumes,24,599.45,157247.72400000002
HK0037,Perfume2,Perfumes,14,577.68,88396.5936
HK0039,Tshirt6,Tshirts,38,1670.54,693842.0835999999
HK0040,Phone6,Smart Phone,38,1755.72,729220.7448
HK0042,Perfume2,Perfumes,38,1096.89,455582.29260000004
HK0045,Shoes4,Shoes,10,421.77,46099.460999999996
HK0047,Bottle6,Water bottles,36,1161.02,456838.1496
HK0051,Shoes4,Shoes,2,48.03,1049.9358
HK0052,Phone2,Smart Phone,4,128.82,5632.0103999999992
HK0054,Bottle3,Water bottles,14,555.26,84965.88519999999
HK0055,Phone1,Smart Phone,40,2126.26,929600.87200000009
HK0058,Tshirt6,Tshirts,18,934.58,183869.2692
HK0059,Phone2,Smart Phone,24,766.33,201023.68560000003
HK0060,Shoes4,Shoes,12,379.32,49751.6112
HK0061,Jeans6,Jeans,34,1378.04,512107.22479999997
HK0064,Tshirt2,Tshirts,22,1147.3,275879.758
HK0066,Shoes1,Shoes,22,692.41,166496.90859999997
HK0067,Perfume1,Perfumes,34,1438.7,534649.694
HK0068,Perfume5,Perfumes,26,1019.3,289664.674
HK0076,Tshirt2,Tshirts,36,1879.05,739368.594
HK0078,Perfume6,Perfumes,28,841.54,257544.90159999998
HK0079,Tshirt4,Tshirts,22,592.77,142537.47419999997
HK0083,Bottle1,Water bottles,36,1903.75,749087.54999999993
HK0084,Bottle5,Water bottles,6,157.55,10332.129
HK0087,Phone2,Smart Phone,36,1052.33,414070.8084
HK0089,Shoes6,Shoes,24,1170.36,307008.8352
HK0090,Perfume2,Perfumes,8,184.81,16159.786399999999
HK0091,Perfume5,Perfumes,26,965.78,274455.3604
HK0092,Jeans6,Jeans,24,1012.26,265536.04319999996
HK0093,Bottle5,Water bottles,10,314.73,34399.989
HK0094,Jeans5,Jeans,18,508.05,99953.757
HK0095,Jeans6,Jeans,38,1846.11,766763.3274
HK0096,Phone6,Smart Phone,36,1312.53,516454.3044
HK0097,Bottle1,Water bottles,18,578.04,113723.58959999999
HK0099,Bottle6,Water bottles,16,578.96,101248.5248
HK0101,Shoes5,Shoes,20,987.19,215799.73400000003
HK0105,Shoes3,Shoes,32,993.96,347647.4496
HK0107,Jeans3,Jeans,6,142.45,9341.871
HK0112,Tshirt6,Tshirts,16,750.96,131327.8848
HK0113,Jeans4,Jeans,12,592.31,77687.379599999986
HK0115,Jeans4,Jeans,16,563.59,98560.6192
HK0116,Shoes2,Shoes,4,188.47,8239.9084
HK0122,Perfume1,Perfumes,34,1477.58,549098.2796
HK0124,Jeans2,Jeans,24,1291.13,338689.22160000005
HK0125,Jeans4,Jeans,22,999.36,240306.1056
HK0126,Bottle4,Water bottles,32,1616.1,565247.13599999994
HK0127,Jeans6,Jeans,28,959.38,293608.6552
HK0128,Tshirt2,Tshirts,38,1107.32,459914.28879999992
HK0129,Bottle5,Water bottles,4,101.92,4455.9424
HK0131,Bottle1,Water bottles,20,659.65,144199.49
HK0133,Phone5,Smart Phone,10,520.59,56900.487
HK0134,Bottle5,Water bottles,18,699.91,137700.2934
HK0135,Phone5,Smart Phone,38,1277.68,530671.6112
HK0136,Phone4,Smart Phone,10,236.05,25800.265
HK0138,Tshirt2,Tshirts,32,1528.27,534527.7152
HK0142,Phone3,Smart Phone,38,1625.34,675068.7156
HK0143,Jeans3,Jeans,32,856.36,299520.47359999997
HK0145,Tshirt6,Tshirts,2,94.42,2064.0212
HK0151,Shoes6,Shoes,26,1397.53,397150.0754
HK0154,Bottle6,Water bottles,4,164.32,7184.0704
HK0155,Bottle1,Water bottles,6,269.53,17675.7774
HK0156,Perfume4,Perfumes,6,211.07,13841.9706
HK0157,Jeans3,Jeans,6,245.11,16074.3138
HK0160,Bottle5,Water bottles,20,488.56,106799.216
HK0161,Perfume5,Perfumes,34,1755.99,652561.00380000006
HK0164,Phone5,Smart Phone,14,365.05,55859.950999999994
HK0171,Perfume1,Perfumes,32,1118.39,391168.08640000003
HK0172,Tshirt4,Tshirts,16,602.38,105344.2144
HK0173,Phone3,Smart Phone,34,1196.07,444483.53339999996
HK0176,Jeans5,Jeans,18,987.28,194237.4672
HK0177,Jeans4,Jeans,14,478.41,73206.2982
HK0178,Shoes2,Shoes,16,552.61,96640.4368
HK0179,Perfume3,Perfumes,10,284.54,31100.222
HK0180,Tshirt6,Tshirts,32,1542.91,539648.2016
HK0191,Jeans5,Jeans,10,275.39,30100.126999999997
HK0195,Shoes5,Shoes,38,1576.67,654854.1178
HK0196,Tshirt6,Tshirts,12,395.24,51839.6784
HK0199,Phone1,Smart Phone,24,1196.71,313920.9672
HK0200,Perfume6,Perfumes,36,1302.65,512566.722
IN-0001,Park Avenue Perfumes,Perfumes,16,972.0,15552.0
IN-0002,Lee Jeans,Jeans,6,895.0,5370.0
IN-0003,Woodland Shoes,Shoes,18,616.0,11088.0
IN-0004,Kinley Water bottles,Water bottles,16,1005.0,16080.0
IN-0005,Pepe Jeans Jeans,Jeans,4,653.0,2612.0
IN-0006,Denver Perfumes,Perfumes,4,821.0,3284.0
IN-0007,AXE Perfumes,Perfumes,14,821.0,11494.0
IN-0008,AXE Perfumes,Perfumes,16,936.0,14976.0
IN-0009,Wild Stone Perfumes,Perfumes,16,936.0,14976.0
IN-0010,Samsung Smart Phone,Smart Phone,10,968.0,9680.0
IN-0011,Tupperware Water bottles,Water bottles,12,544.0,6528.0
IN-0012,Tupperware Water bottles,Water bottles,10,905.0,9050.0
IN-0013,Denver Perfumes,Perfumes,4,821.0,3284.0
IN-0014,Bata Shoes,Shoes,12,616.0,7392.0
IN-0015,Lee Jeans,Jeans,12,653.0,7836.0
IN-0016,Adidas Tshirt,Tshirts,18,1167.0,21006.0
IN-0017,Peter England Tshirt,Tshirts,18,534.0,9612.0
IN-0018,Park Avenue Perfumes,Perfumes,14,821.0,11494.0
IN-0019,Levi's Jeans,Jeans,2,567.0,1134.0
IN-0020,Samsung Smart Phone,Smart Phone,4,644.0,2576.0
IN-0022,Levi's Jeans,Jeans,4,752.0,3008.0
IN-0023,Vivo Smart Phone,Smart Phone,10,1063.0,10630.0
IN-0024,Aquafina Water bottles,Water bottles,6,1005.0,6030.0
IN-0025,Mufti Jeans,Jeans,10,1045.0,10450.0
IN-0026,Nike Tshirt,Tshirts,20,534.0,10680.0
IN-0027,Levi's Jeans,Jeans,12,752.0,9024.0
IN-0028,Fogg Perfumes,Perfumes,4,821.0,3284.0
IN-0029,Milton Water bottles,Water bottles,4,699.0,2796.0
IN-0030,AXE Perfumes,Perfumes,14,972.0,13608.0
IN-0031,Bata Shoes,Shoes,4,1061.0,4244.0
IN-0032,Park Avenue Perfumes,Perfumes,16,821.0,13136.0
IN-0033,Park Avenue Perfumes,Perfumes,20,972.0,19440.0
IN-0034,Adidas Tshirt,Tshirts,10,742.0,7420.0
IN-0035,Vivo Smart Phone,Smart Phone,12,644.0,7728.0
IN-0036,Peter England Tshirt,Tshirts,18,1167.0,21006.0
IN-0037,Cello Water bottles,Water bottles,2,699.0,1398.0
IN-0038,Puma Tshirt,Tshirts,10,1068.0,10680.0
IN-0039,Lee Jeans,Jeans,18,567.0,10206.0
IN-0040,Reebok Shoes,Shoes,12,882.0,10584.0
IN-0041,Pepe Jeans Jeans,Jeans,8,839.0,6712.0
IN-0042,Levi's Jeans,Jeans,18,895.0,16110.0
IN-0043,Puma Tshirt,Tshirts,16,923.0,14768.0
IN-0044,Wild Stone Perfumes,Perfumes,6,1068.0,6408.0
IN-0045,Denver Perfumes,Perfumes,6,821.0,4926.0
IN-0046,Reebok Shoes,Shoes,12,534.0,6408.0
IN-0047,Redmi Smart Phone,Smart Phone,20,1050.0,21000.0
IN-0048,Levi's Jeans,Jeans,6,839.0,5034.0
IN-0049,Kinley Water bottles,Water bottles,4,699.0,2796.0
IN-0050,Zara Tshirt,Tshirts,16,742.0,11872.0
IN-0051,Pepe Jeans Jeans,Jeans,16,839.0,13424.0
IN-0052,OnePlus Smart Phone,Smart Phone,6,1063.0,6378.0
IN-0053,Peter England Tshirt,Tshirts,12,1068.0,12816.0
IN-0054,Wild Stone Perfumes,Perfumes,4,972.0,3888.0
IN-0055,Park Avenue Perfumes,Perfumes,20,936.0,18720.0
IN-0056,Nike Shoes,Shoes,2,1061.0,2122.0
IN-0057,Milton Water bottles,Water bottles,6,544.0,3264.0
IN-0058,Pepe Jeans Jeans,Jeans,10,1045.0,10450.0
IN-0059,Adidas Tshirt,Tshirts,2,1167.0,2334.0
IN-0060,Wild Stone Perfumes,Perfumes,10,821.0,8210.0
IN-0061,Adidas Shoes,Shoes,12,1162.0,13944.0
IN-0062,Lee Jeans,Jeans,2,653.0,1306.0
IN-0063,Samsung Smart Phone,Smart Phone,18,1050.0,18900.0
IN-0064,Levi's Jeans,Jeans,18,752.0,13536.0
IN-0065,Samsung Smart Phone,Smart Phone,12,1050.0,12600.0
IN-0066,Milton Water bottles,Water bottles,4,544.0,2176.0
IN-0067,Woodland Shoes,Shoes,12,1061.0,12732.0
IN-0068,Tupperware Water bottles,Water bottles,18,1005.0,18090.0
IN-0069,Peter England Tshirt,Tshirts,8,1167.0,9336.0
IN-0070,Lee Jeans,Jeans,8,895.0,7160.0
IN-0071,Cello Water bottles,Water bottles,18,665.0,11970.0
IN-0072,Vivo Smart Phone,Smart Phone,14,644.0,9016.0
IN-0073,Vivo Smart Phone,Smart Phone,12,1056.0,12672.0
IN-0074,Peter England Tshirt,Tshirts,14,1068.0,14952.0
IN-0075,Fogg Perfumes,Perfumes,4,821.0,3284.0
IN-0076,Nike Shoes,Shoes,12,757.0,9084.0
IN-0077,Wild Stone Perfumes,Perfumes,18,936.0,16848.0
IN-0079,Park Avenue Perfumes,Perfumes,16,1068.0,17088.0
IN-0080,Samsung Smart Phone,Smart Phone,16,1063.0,17008.0
IN-0082,Wild Stone Perfumes,Perfumes,8,1068.0,8544.0
IN-0083,Aquafina Water bottles,Water bottles,16,905.0,14480.0
IN-0085,OnePlus Smart Phone,Smart Phone,12,1056.0,12672.0
IN-0086,Nike Shoes,Shoes,18,616.0,11088.0
IN-0087,Vivo Smart Phone,Smart Phone,10,1063.0,10630.0
IN-0088,Bata Shoes,Shoes,4,1061.0,4244.0
IN-0089,Nike Shoes,Shoes,20,1162.0,23240.0
IN-0090,Levi's Jeans,Jeans,14,839.0,11746.0
IN-0091,AXE Perfumes,Perfumes,12,1068.0,12816.0
IN-0092,Samsung Smart Phone,Smart Phone,18,1050.0,18900.0
IN-0093,Aquafina Water bottles,Water bottles,14,1005.0,14070.0
IN-0094,Lee Jeans,Jeans,6,839.0,5034.0
IN-0095,Park Avenue Perfumes,Perfumes,4,1098.0,4392.0
IN-0097,Wrangler Jeans,Jeans,16,839.0,13424.0
IN-0098,Reebok Shoes,Shoes,18,1061.0,19098.0
IN-0099,Puma Tshirt,Tshirts,12,867.0,10404.0
IN-0100,Redmi Smart Phone,Smart Phone,6,830.0,4980.0
IN-0101,Wrangler Jeans,Jeans,18,567.0,10206.0
IN-0102,Redmi Smart Phone,Smart Phone,6,644.0,3864.0
IN-0103,Samsung Smart Phone,Smart Phone,4,1050.0,4200.0
IN-0104,Levi's Jeans,Jeans,4,752.0,3008.0
IN-0105,Wild Stone Perfumes,Perfumes,14,821.0,11494.0
IN-0106,Puma Tshirt,Tshirts,6,923.0,5538.0
IN-0107,Tupperware Water bottles,Water bottles,16,699.0,11184.0
IN-0108,Kinley Water bottles,Water bottles,16,544.0,8704.0
IN-0110,Fogg Perfumes,Perfumes,6,821.0,4926.0
IN-0111,iPhone Smart Phone,Smart Phone,16,830.0,13280.0
IN-0112,Kinley Water bottles,Water bottles,2,905.0,1810.0
IN-0113,Denver Perfumes,Perfumes,12,972.0,11664.0
IN-0114,Levi's Jeans,Jeans,18,653.0,11754.0
IN-0115,Nike Shoes,Shoes,16,534.0,8544.0
IN-0116,Reebok Shoes,Shoes,10,616.0,6160.0
IN-0117,Fogg Perfumes,Perfumes,16,1098.0,17568.0
IN-0118,Samsung Smart Phone,Smart Phone,18,830.0,14940.0
IN-0119,Levi's Jeans,Jeans,4,752.0,3008.0
IN-0120,Mufti Jeans,Jeans,20,1045.0,20900.0
IN-0121,Adidas Shoes,Shoes,8,1162.0,9296.0
IN-0122,Wild Stone Perfumes,Perfumes,8,821.0,6568.0
IN-0123,AXE Perfumes,Perfumes,10,821.0,8210.0
IN-0124,Milton Water bottles,Water bottles,4,905.0,3620.0
IN-0125,Puma Tshirt,Tshirts,2,1167.0,2334.0
IN-0126,Puma Tshirt,Tshirts,4,867.0,3468.0
IN-0127,Cello Water bottles,Water bottles,14,648.0,9072.0
IN-0128,Levi's Jeans,Jeans,8,839.0,6712.0
IN-0129,Wrangler Jeans,Jeans,2,1045.0,2090.0
IN-0130,Tupperware Water bottles,Water bottles,6,905.0,5430.0
IN-0131,Kinley Water bottles,Water bottles,14,1005.0,14070.0
IN-0132,Adidas Shoes,Shoes,18,1061.0,19098.0
IN-0133,Kinley Water bottles,Water bottles,20,544.0,10880.0
IN-0134,Bata Shoes,Shoes,10,882.0,8820.0
IN-0135,Aquafina Water bottles,Water bottles,12,665.0,7980.0
IN-0136,Puma Tshirt,Tshirts,2,867.0,1734.0
IN-0137,Wrangler Jeans,Jeans,20,567.0,11340.0
IN-0138,Peter England Tshirt,Tshirts,20,742.0,14840.0
IN-0139,Mufti Jeans,Jeans,18,567.0,10206.0
IN-0140,AXE Perfumes,Perfumes,14,821.0,11494.0
IN-0141,Fogg Perfumes,Perfumes,14,972.0,13608.0
IN-0142,OnePlus Smart Phone,Smart Phone,6,644.0,3864.0
IN-0143,Samsung Smart Phone,Smart Phone,12,1050.0,12600.0
IN-0144,Mufti Jeans,Jeans,20,895.0,17900.0
IN-0145,Bata Shoes,Shoes,6,882.0,5292.0
IN-0146,Vivo Smart Phone,Smart Phone,20,1063.0,21260.0
IN-0147,Denver Perfumes,Perfumes,10,1068.0,10680.0
IN-0148,Lee Jeans,Jeans,10,1045.0,10450.0
IN-0149,Cello Water bottles,Water bottles,12,648.0,7776.0
IN-0150,Nike Shoes,Shoes,4,882.0,3528.0
IN-0151,Reebok Shoes,Shoes,12,534.0,6408.0
IN-0152,Mufti Jeans,Jeans,8,653.0,5224.0
IN-0153,Fogg Perfumes,Perfumes,14,821.0,11494.0
IN-0154,Milton Water bottles,Water bottles,2,1005.0,2010.0
IN-0155,Tupperware Water bottles,Water bottles,4,699.0,2796.0
IN-0156,Peter England Tshirt,Tshirts,10,1068.0,10680.0
IN-0157,Tupperware Water bottles,Water bottles,18,648.0,11664.0
IN-0158,Vivo Smart Phone,Smart Phone,20,968.0,19360.0
IN-0159,Tupperware Water bottles,Water bottles,18,1005.0,18090.0
IN-0161,Fogg Perfumes,Perfumes,6,972.0,5832.0
IN-0162,Reebok Shoes,Shoes,8,534.0,4272.0
IN-0163,Bata Shoes,Shoes,14,1162.0,16268.0
IN-0164,Peter England Tshirt,Tshirts,14,534.0,7476.0
IN-0165,Adidas Shoes,Shoes,8,1162.0,9296.0
IN-0166,Redmi Smart Phone,Smart Phone,10,644.0,6440.0
IN-0167,Lee Jeans,Jeans,20,895.0,17900.0
IN-0168,Adidas Shoes,Shoes,20,882.0,17640.0
IN-0169,Nike Shoes,Shoes,4,757.0,3028.0
IN-0170,Peter England Tshirt,Tshirts,2,534.0,1068.0
IN-0171,AXE Perfumes,Perfumes,2,972.0,1944.0
IN-0172,Park Avenue Perfumes,Perfumes,16,972.0,15552.0
IN-0173,Nike Tshirt,Tshirts,2,742.0,1484.0
IN-0174,Puma Tshirt,Tshirts,14,923.0,12922.0
IN-0175,Adidas Tshirt,Tshirts,12,867.0,10404.0
IN-0176,Samsung Smart Phone,Smart Phone,14,830.0,11620.0
IN-0177,Fogg Perfumes,Perfumes,16,936.0,14976.0
IN-0178,Wild Stone Perfumes,Perfumes,2,1098.0,2196.0
IN-0179,Zara Tshirt,Tshirts,6,923.0,5538.0
IN-0180,Adidas Tshirt,Tshirts,16,1167.0,18672.0
IN-0181,Cello Water bottles,Water bottles,6,699.0,4194.0
IN-0182,Vivo Smart Phone,Smart Phone,14,644.0,9016.0
IN-0183,Mufti Jeans,Jeans,20,752.0,15040.0
IN-0184,Lee Jeans,Jeans,6,752.0,4512.0
IN-0185,Wild Stone Perfumes,Perfumes,14,821.0,11494.0
IN-0186,Samsung Smart Phone,Smart Phone,18,968.0,17424.0
IN-0187,Aquafina Water bottles,Water bottles,16,648.0,10368.0
IN-0188,Woodland Shoes,Shoes,20,616.0,12320.0
IN-0189,Redmi Smart Phone,Smart Phone,8,1050.0,8400.0
IN-0190,Vivo Smart Phone,Smart Phone,6,1063.0,6378.0
IN-0191,Adidas Tshirt,Tshirts,2,1167.0,2334.0
IN-0192,Nike Tshirt,Tshirts,10,923.0,9230.0
IN-0193,Adidas Shoes,Shoes,2,882.0,1764.0
IN-0194,iPhone Smart Phone,Smart Phone,18,1056.0,19008.0
IN-0195,Nike Tshirt,Tshirts,8,923.0,7384.0
IN-0196,Levi's Jeans,Jeans,10,567.0,5670.0
IN-0197,Aquafina Water bottles,Water bottles,10,665.0,6650.0
IN-0198,Peter England Tshirt,Tshirts,18,534.0,9612.0
IN-0199,Redmi Smart Phone,Smart Phone,12,1050.0,12600.0
IN-0201,Peter England Tshirt,Tshirts,16,867.0,13872.0
IN-0202,Nike Shoes,Shoes,2,534.0,1068.0
IN-0203,Tupperware Water bottles,Water bottles,12,1005.0,12060.0
IN-0204,Redmi Smart Phone,Smart Phone,20,1063.0,21260.0
IN-0205,OnePlus Smart Phone,Smart Phone,16,1056.0,16896.0
IN-0206,Levi's Jeans,Jeans,8,752.0,6016.0
IN-0207,Zara Tshirt,Tshirts,4,867.0,3468.0
IN-0208,iPhone Smart Phone,Smart Phone,12,1056.0,12672.0
IN-0209,Adidas Shoes,Shoes,16,534.0,8544.0
IN-0210,Nike Shoes,Shoes,10,1061.0,10610.0
IN-0211,Peter England Tshirt,Tshirts,20,1068.0,21360.0
IN-0212,Kinley Water bottles,Water bottles,4,665.0,2660.0
IN-0213,Tupperware Water bottles,Water bottles,2,1005.0,2010.0
IN-0214,Pepe Jeans Jeans,Jeans,4,895.0,3580.0
IN-0215,Adidas Tshirt,Tshirts,10,1068.0,10680.0
IN-0216,Puma Tshirt,Tshirts,2,1068.0,2136.0
IN-0217,Redmi Smart Phone,Smart Phone,14,968.0,13552.0
IN-0218,Puma Tshirt,Tshirts,2,1068.0,2136.0
IN-0219,iPhone Smart Phone,Smart Phone,2,1056.0,2112.0
IN-0220,Wrangler Jeans,Jeans,10,839.0,8390.0
IN-0221,Adidas Shoes,Shoes,16,1061.0,16976.0
IN-0222,Denver Perfumes,Perfumes,2,936.0,1872.0
IN-0223,AXE Perfumes,Perfumes,14,936.0,13104.0
IN-0224,Nike Shoes,Shoes,14,534.0,7476.0
IN-0225,AXE Perfumes,Perfumes,2,821.0,1642.0
IN-0226,Adidas Shoes,Shoes,20,534.0,10680.0
IN-0227,Fogg Perfumes,Perfumes,10,821.0,8210.0
IN-0229,Milton Water bottles,Water bottles,20,699.0,13980.0
IN-0230,Lee Jeans,Jeans,8,653.0,5224.0
IN-0231,Kinley Water bottles,Water bottles,18,1005.0,18090.0
IN-0232,Zara Tshirt,Tshirts,20,867.0,17340.0
IN-0233,AXE Perfumes,Perfumes,12,821.0,9852.0
IN-0234,Redmi Smart Phone,Smart Phone,20,968.0,19360.0
IN-0235,Wrangler Jeans,Jeans,4,567.0,2268.0
IN-0236,Zara Tshirt,Tshirts,6,742.0,4452.0
IN-0237,AXE Perfumes,Perfumes,18,972.0,17496.0
IN-0238,Nike Tshirt,Tshirts,8,867.0,6936.0
IN-0239,Nike Shoes,Shoes,8,616.0,4928.0
IN-0240,Mufti Jeans,Jeans,16,895.0,14320.0
IN-0241,Fogg Perfumes,Perfumes,4,821.0,3284.0
IN-0242,Wild Stone Perfumes,Perfumes,10,821.0,8210.0
IN-0243,Bata Shoes,Shoes,8,534.0,4272.0
IN-0244,Reebok Shoes,Shoes,4,882.0,3528.0
IN-0245,Fogg Perfumes,Perfumes,10,972.0,9720.0
IN-0246,Woodland Shoes,Shoes,16,882.0,14112.0
IN-0247,Zara Tshirt,Tshirts,8,1068.0,8544.0
IN-0248,Redmi Smart Phone,Smart Phone,10,644.0,6440.0
IN-0249,Tupperware Water bottles,Water bottles,8,648.0,5184.0
IN-0250,Park Avenue Perfumes,Perfumes,6,972.0,5832.0
IN-0251,Puma Tshirt,Tshirts,10,923.0,9230.0
IN-0252,Aquafina Water bottles,Water bottles,6,699.0,4194.0
IN-0253,Kinley Water bottles,Water bottles,12,665.0,7980.0
IN-0254,Redmi Smart Phone,Smart Phone,8,968.0,7744.0
